0,1.1873455047607422
1,1.1249701976776123
2,1.0738623142242432
3,1.0147755146026611
4,0.9673701524734497
5,0.9202866554260254
6,0.8278406858444214
7,0.7704792618751526
8,0.6701830625534058
9,0.5382782816886902
10,0.3683724105358124
11,0.24253477156162262
12,0.1904982328414917
13,0.09593867510557175
14,-0.05202825367450714
15,-0.14774253964424133
16,-0.26181289553642273
17,-0.31570085883140564
18,-0.3982788920402527
19,-0.520091712474823
20,-0.6099117994308472
21,-0.7297719717025757
22,-0.8775169849395752
23,-0.9234644174575806
24,-1.0506078004837036
25,-1.176770806312561
26,-1.2517811059951782
27,-1.237068772315979
28,-1.3071852922439575
29,-1.288499355316162
30,-1.4648473262786865
31,-1.6052480936050415
32,-1.6831767559051514
33,-1.6545186042785645
34,-1.7213047742843628
35,-1.7297234535217285
36,-1.736749529838562
37,-1.8602285385131836
38,-1.8482420444488525
39,-1.9429128170013428
40,-1.9848482608795166
41,-2.123242139816284
42,-2.089132308959961
43,-1.9979991912841797
44,-2.032644271850586
45,-2.1342830657958984
46,-2.094442129135132
47,-2.14060115814209
48,-2.2542097568511963
49,-2.2602908611297607
50,-2.2756853103637695
51,-2.2656748294830322
52,-2.3282601833343506
53,-2.250070095062256
54,-2.2646946907043457
55,-2.2942631244659424
56,-2.320225715637207
57,-2.3368377685546875
58,-2.413525342941284
59,-2.5016369819641113
60,-2.3842625617980957
61,-2.4863686561584473
62,-2.4579079151153564
63,-2.5425145626068115
64,-2.6189069747924805
65,-2.6039068698883057
66,-2.5487565994262695
67,-2.717108964920044
68,-2.6653482913970947
69,-2.702322244644165
70,-2.8059933185577393
71,-2.8267436027526855
72,-2.8158981800079346
73,-2.8424854278564453
74,-2.870197057723999
75,-2.9784724712371826
76,-3.0073082447052
77,-3.040663719177246
78,-2.982233762741089
79,-3.0350499153137207
80,-3.009568929672241
81,-3.1124207973480225
82,-3.100390911102295
83,-3.1561739444732666
84,-3.220815896987915
85,-3.212146282196045
86,-3.161875009536743
87,-3.3221476078033447
88,-3.271249294281006
89,-3.3109562397003174
90,-3.3803277015686035
91,-3.3833069801330566
92,-3.4734811782836914
93,-3.459625244140625
94,-3.4816277027130127
95,-3.4040441513061523
96,-3.4751033782958984
97,-3.439844846725464
98,-3.4616172313690186
99,-3.5435726642608643
