0,6.488937854766846
1,6.320283889770508
2,6.9116528034210205
3,6.552556037902832
4,6.003902912139893
5,6.037142038345337
6,6.496855020523071
7,6.2550060749053955
8,6.414447784423828
9,6.549930095672607
10,6.468508005142212
11,6.179445266723633
12,6.773319721221924
13,7.011620998382568
14,6.10355281829834
15,6.353075981140137
16,5.960856199264526
17,5.9768898487091064
18,6.874783992767334
19,6.493680715560913
20,7.869801998138428
21,6.173246145248413
22,6.191307067871094
23,6.983651161193848
24,6.109584808349609
25,6.33342719078064
26,6.222984075546265
27,7.017357110977173
28,7.122118949890137
29,7.121762990951538
30,7.110857009887695
31,7.366465091705322
32,6.911060094833374
33,6.411678075790405
34,6.736248970031738
35,6.902695178985596
36,6.99091100692749
37,6.771985054016113
38,7.388087034225464
39,7.152393102645874
40,7.6412389278411865
41,6.707794189453125
42,7.010267972946167
43,6.98183798789978
44,6.973453044891357
45,7.185317277908325
46,7.716923952102661
47,7.169945001602173
48,6.422040939331055
49,6.491775989532471
50,7.1589250564575195
51,6.236468076705933
52,6.662914991378784
53,6.5572569370269775
54,6.996270656585693
55,6.394368886947632
56,5.975710868835449
57,6.895953178405762
58,6.271914005279541
59,6.618003845214844
60,6.768634796142578
61,7.028807878494263
62,6.430804967880249
63,6.576406002044678
64,7.326815843582153
65,6.1120500564575195
66,6.281280994415283
67,7.291655778884888
68,6.54004693031311
69,7.092118978500366
70,6.240933179855347
71,6.991350889205933
72,6.627157926559448
73,6.572691917419434
74,6.894204139709473
75,6.973062038421631
76,6.856665849685669
77,7.453086853027344
78,6.97129487991333
79,7.549252033233643
80,6.109424829483032
81,6.019702911376953
82,6.156658887863159
83,6.249995946884155
84,6.994754791259766
85,6.38063383102417
86,6.493934869766235
87,6.776631116867065
88,6.933206081390381
89,6.7414820194244385
90,5.996365070343018
91,6.3747398853302
92,6.481149911880493
93,6.424327850341797
94,6.882611036300659
95,7.086590051651001
96,6.546401023864746
97,7.9320268630981445
98,6.715826034545898
99,8.214632034301758
